active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
,165,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury,95 Meridian Avenue,,P0J 1K0,ON,47.438646,-79.631821,,Timiskaming Health Unit,,705-672-3371,,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-12:30,,,,Yes,No,No,,,Yes,,,Yes,,,,Yes,,,,,,,,,,Patients are to contact the Family Health Team at 705-672-3371 to book an appointment. No walk-ins. Patients are asked to not go to the Emergency Department of Temiskaming Hospital but to call the FHT.,
Yes,166,Alexandria COVID-19 Assessment Centre,Alexandria - Centre d’évaluation pour la COVID-19,Glengarry Memorial Hospital,,Alexandria,20260 Country Road 43,,K0C 1A0,ON,45.30067,-74.629736,,Eastern Ontario Health Unit,,613-525-2222 ext. 4177,https://eohu.ca/fr/covid/covid-19-testing-assessment-centres,,,,,,,,,Yes,No,No,No,,,,,Yes,,https://eohu.ca/fr/covid/covid-19-testing-assessment-centres,Yes,Yes,,2y,,Yes,,,,,,"*this site has moved to Hôpital Glengarry Memorial Hospital
Please call to schedule an appointment: 613-525-2222 x4177

https://eohu.ca/en/covid/covid-19-testing-assessment-centres",
Yes,167,Shoppers Drug Mart,,Shoppers,,Brampton,160 Main Street South,160 rue Main S,L6W 2E1,ON,43.6782516,-79.747611,,Peel Public Health,Bureau de santé de la région de Peel,905-451-0111,https://covid-19.shoppersdrugmart.ca/en,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,168,Shoppers Drug Mart,,Shoppers,,Brampton,10665 Bramalea Road,10665 Bramalea Road,L6R 3P4,ON,43.7573939,-79.760753,,Peel Public Health,Bureau de santé de la région de Peel,905-793-2011,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,169,Shoppers Drug Mart,,Shoppers,,Brampton,34 A Avondale Boulevard,34 A boul Avondale,L6T 1H3,ON,43.7073945,-79.699115,,Peel Public Health,Bureau de santé de la région de Peel,905-793-4444,https://covid-19.shoppersdrugmart.ca/en,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,170,Shoppers Drug Mart,,Shoppers,,Brampton,366 Main Street North,366 rue Main N,L6V 1P8,ON,43.6950221,-79.771375,,Peel Public Health,Bureau de santé de la région de Peel,905-456-0167,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,171,Shoppers Drug Mart,,Shoppers,,Brampton,10088 McLaughlin Road,10048 McLaughlin Road,L7A 2X6,ON,43.6963884,-79.799117,,Peel Public Health,Bureau de santé de la région de Peel,905-846-4444,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,172,Shoppers Drug Mart,,Shoppers,,Brampton,1 Kennedy Road South,1 rue Kennedy S,L6W 3C9,ON,43.6945685,-79.749197,,Peel Public Health,Bureau de santé de la région de Peel,905-454-4464,https://covid-19.shoppersdrugmart.ca/en,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,173,Shoppers Drug Mart,,Shoppers,,Brampton,3938 Cottrelle Boulevard,3938 boul Cottrelle,L6P 2R1,ON,43.7847274,-79.662227,,Peel Public Health,Bureau de santé de la région de Peel,905-794-7071,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,174,Shoppers Drug Mart,,Shoppers,,Ottawa,1180 Walkley Road,1180 Walkley Road,K1V 2M5,ON,45.3697843,-75.663646,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-737-3344,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,175,Shoppers Drug Mart,,Shoppers,,Ottawa,647 Earl Armstrong Road,647 Earl Armstrong Road,K1V 2G2,ON,45.2693834,-75.698127,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-822-6746,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,176,Shoppers Drug Mart,,Shoppers,,Ottawa,455 Bank Street,455 rue Bank,K2P 1Y9,ON,45.4119191,-75.693158,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-238-9041,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,177,Shoppers Drug Mart,,Shoppers,,Ottawa,541 Montreal Road,541 Montreal Road,K1K 0V1,ON,45.4418209,-75.646244,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-740-0616,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,178,Shoppers Drug Mart,,Shoppers,,Orleans,3940 Innes Road,3940 Innes Road,K1W 1K9,ON,45.4539866,-75.507985,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-834-7383,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,179,Shoppers Drug Mart,,Shoppers,,Orleans,2954 St. Joseph Boulevard,2954 boul St. Joseph,K1C 1G7,ON,45.4750981,-75.516484,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-841-1535,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,180,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1630 Danforth Avenue,1630 av Danforth,M4C 1H6,ON,43.683901,-79.32219,,Toronto Public Health,Bureau de santé de Toronto,416-461-2453,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,181,Shoppers Drug Mart,,Shoppers Drug Mart,,East York,1601 Bayview Avenue,1601 av Bayview,M4G 3B5,ON,43.7063311,-79.375022,,Toronto Public Health,Bureau de santé de Toronto,416-489-1873,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,182,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1027 Yonge Street,1027 rue Yonge,M4W 2K9,ON,43.6776412,-79.389454,,Toronto Public Health,Bureau de santé de Toronto,416-961-0155,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,183,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,3446 Dundas Street West,3446 rue Dundas O,M6S 2S1,ON,43.6661678,-79.486735,,Toronto Public Health,Bureau de santé de Toronto,416-766-8131,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,184,Shoppers Drug Mart,,Shoppers,,Toronto,1400 Dupont Street,1400 rue Dupont,M6H 2B2,ON,43.6668998,-79.446711,,Toronto Public Health,Bureau de santé de Toronto,416-532-9214,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,185,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,360A Bloor Street West,360A rue Bloor O,M5S 1X1,ON,43.6665441,-79.405057,,Toronto Public Health,Bureau de santé de Toronto,416-961-2121,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,186,Shoppers Drug Mart,,Shoppers Drug Mart,,Etobicoke,123 Rexdale Boulevard,123 boul Rexdale,M9W 1P1,ON,43.7110841,-79.565436,,Toronto Public Health,Bureau de santé de Toronto,416-743-1645,https://covid-19.shoppersdrugmart.ca/en,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,187,Shoppers Drug Mart,,Shoppers,,Etobicoke,900 Albion Road,900 Albion Road,M9V 1A5,ON,43.7353212,-79.559993,,Toronto Public Health,Bureau de santé de Toronto,416-741-2430,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,188,Shoppers Drug Mart,,Shoppers,,Mississauga,6975 Meadowvale Town Centre Circle,6975 Meadowvale Town Centre Circle,L5N 2W7,ON,43.5819795,-79.758122,,Peel Public Health,Bureau de santé de la région de Peel,905-826-7112,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,189,Shoppers Drug Mart,,Shoppers,,Mississauga,"5602 Tenth Line West, Unit 101",5602 Tenth Line O #101,L5M 5S5,ON,43.5591152,-79.744719,,Peel Public Health,Bureau de santé de la région de Peel,905-858-4618,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,190,Shoppers Drug Mart,,Shoppers,,Mississauga,"5425 Creditview Road, Unit 1",5425 Creditview Road #1,L5V 2P3,ON,43.5871633,-79.695706,,Peel Public Health,Bureau de santé de la région de Peel,905-858-8711,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,191,Shoppers Drug Mart,,Shoppers,,Mississauga,7070 Mclaughlin Road,7070 Mclaughlin Road,L5W 1W7,ON,43.6367569,-79.71948,,Peel Public Health,Bureau de santé de la région de Peel,905-696-9791,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,192,Shoppers Drug Mart,,Shoppers Drug Mart,,North York,4841 Yonge Street,4841 rue Yonge,M2N 5X2,ON,43.7625088,-79.410532,,Toronto Public Health,Bureau de santé de Toronto,416-222-1174,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,10:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,194,Shoppers Drug Mart,,Shoppers Drug Mart,,North York,3874 Bathurst Street,3874 rue Bathurst,M3H 3N3,ON,43.7411737,-79.435313,,Toronto Public Health,Bureau de santé de Toronto,416-635-5601,https://covid-19.shoppersdrugmart.ca/en,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,195,Shoppers Drug Mart,,Shoppers,,North York,2550 Finch Avenue West,2550 av Finch O,M9M 2G3,ON,43.7490689,-79.560255,,Toronto Public Health,Bureau de santé de Toronto,416-749-5271,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,196,Shoppers Drug Mart,,Shoppers,,Orleans,1937 Portobello Boulevard,1937 boul Portobello,K4A 4W9,ON,45.4680525,-75.465799,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-590-1626,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,197,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,2751 Eglinton Avenue East,2751 av Eglinton E,M1J 2C7,ON,43.7363941,-79.247494,,Toronto Public Health,Bureau de santé de Toronto,416-267-8211,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,198,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,629 Markham Road,629 Markham Road,M1H 2A4,ON,43.7609483,-79.224056,,Toronto Public Health,Bureau de santé de Toronto,416-439-2121,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,199,Shoppers Drug Mart,,Shoppers,,Scarborough,2301 Kingston Road,2301 Kingston Road,M1N 1V1,ON,43.7067404,-79.250137,,Toronto Public Health,Bureau de santé de Toronto,416-269-2171,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,200,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,1780 Markham Road,1780 Markham Road A,M1B 2W2,ON,43.7948226,-79.240533,,Toronto Public Health,Bureau de santé de Toronto,416-412-1780,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,201,Shoppers Drug Mart,,Shoppers,,Mississauga,579 Lakeshore Road East,579 Lakeshore Road E,L5G 1H9,ON,43.5687599,-79.569212,,Peel Public Health,Bureau de santé de la région de Peel,905-278-5506,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,202,Shoppers Drug Mart,,Shoppers,,Mississauga,3980 Grand Park Drive,3980 Grand Park Dr,L5B 4M6,ON,43.5809762,-79.64907,,Peel Public Health,Bureau de santé de la région de Peel,905-566-9600,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,203,Shoppers Drug Mart,,Shoppers,,Mississauga,2470 Hurontario Street,2470 rue Hurontario,L5B 0H2,ON,43.5770629,-79.612748,,Peel Public Health,Bureau de santé de la région de Peel,905-896-2500,https://covid-19.shoppersdrugmart.ca/en,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,204,Shoppers Drug Mart,,Shoppers,,Mississauga,700 Burnhamthorpe Road East,700 Burnhamthorpe Road E,L4Y 2X3,ON,43.607815,-79.617662,,Peel Public Health,Bureau de santé de la région de Peel,905-279-1812,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,205,Shoppers Drug Mart,,Shoppers,,Ottawa,"2148 Carling Avenue, Unit 1","2148 av Carling, Unité #1",K2A 1H1,ON,45.3694167,-75.768771,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-725-9990,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,206,Shoppers Drug Mart,,Shoppers,,Ottawa,1309 Carling Avenue,1309 av Carling,K1Z 7L3,ON,45.3867692,-75.735523,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-722-4277,https://covid-19.shoppersdrugmart.ca/en,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,207,Shoppers Drug Mart,,Shoppers,,Kanata,1102 Klondike Road,1102 Klondike Road,K2K 1X7,ON,45.3545129,-75.932693,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-592-6010,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,208,Shoppers Drug Mart,,Shoppers,,Huntsville,51 King William Street,51 rue King William,P1H 1G4,ON,45.3321536,-79.207277,,Simcoe Muskoka District Health Unit,Bureau de santé publique du district de Simcoe-Muskoka,705-789-4471,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,209,Shoppers Drug Mart,,Shoppers,,Brampton,11965 Hurontario Street,11965 rue Hurontario,L6Z 4P7,ON,43.7338349,-79.823181,,Peel Public Health,Bureau de santé de la région de Peel,905-495-0311,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,10:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,210,Junction Chemist Pharmacy,,Independent,,Toronto,17 St. Johns Road,17 St Johns Road,M6P 1T7,ON,43.6652578,-79.473926,,Toronto Public Health,Bureau de santé de Toronto,647-748-3784,https://www.junctionchemist.com/,09:00-19:00,09:00-19:00,09:00-19:00,10:00-18:00,10:00-18:00,10:00-17:00,11:00-15:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,211,Extra Mile Pharmacy,,Independent,,Mississauga,"2980 Crosscurrent Drive, Unit 6",#6-2980 Crosscurrent Drive,L5N 7C7,ON,43.5946885,-79.779096,,Peel Public Health,Bureau de santé de la région de Peel,905-785-7888,https://extra-mile-pharmacy-medical-centre.business.site/,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-15:00,,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,212,Whole Health Pharmacy Cooksville,,Independent,,Mississauga,"250 Dundas Street West, Unit 106","250 rue Dundas O, Unité 106",L5B 1J2,ON,43.5748347,-79.622093,,Peel Public Health,Bureau de santé de la région de Peel,905-275-2273,https://wholehealthcooksville.ca/,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-16:00,10:00-14:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,213,Liberty Market Pharmacy,,Independent,,Toronto,"171 East Liberty Street, Unit 102","171 rue East Liberty, Unité 102",M6K 3P6,ON,43.638221,-79.417591,,Toronto Public Health,Bureau de santé de Toronto,416-984-4147,http://www.libertymarketpharmacy.com/,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-19:00,09:00-15:00,,,Yes,No,,,,,Yes,,,,,Yes,,,2y,,,,,,,,,
Yes,214,Hybrid Pharm,,Independent,,Ottawa,318 Richmond Road,318 Richmond Road,K1Z 6X6,ON,45.3923594,-75.752901,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-695-4923,https://hybridpharm.com/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,10:00-17:00,,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,216,The Medicine Shoppe Pharmacy,,Retail Banner Group,,Toronto,2600 Eglinton Avenue West,2600 av Eglinton O,M6M 1T5,ON,43.6908715,-79.472981,,Toronto Public Health,Bureau de santé de Toronto,416-651-6511,https://www.medicineshoppe.ca/en/ontario/toronto/the-medicine-shoppe-pharmacy-134-7014226,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
